item_id,location_id,customer_id,sale_date,units_sold,total_sales_value
p-29,l-37,c-136,2024-11-10,3,13.5
p-32,l-41,c-105,2025-08-15,14,72.71
p-10,l-44,c-136,2024-07-19,15,68.11
p-16,l-24,c-184,2023-05-19,3,15.21
p-4,l-3,c-117,2024-04-17,16,107.6
p-14,l-49,c-108,2024-02-14,10,80.99
p-18,l-32,c-3,2024-12-10,2,5.38
p-49,l-45,c-179,2025-12-24,1,2.48
p-35,l-45,c-72,2024-02-16,15,78.87
p-36,l-28,c-19,2023-10-30,13,95.82
p-19,l-2,c-56,2023-08-30,10,73.61
p-4,l-41,c-54,2023-04-28,6,12.24
p-3,l-30,c-153,2023-07-28,6,26.5
p-24,l-26,c-110,2025-06-23,7,11.61
p-14,l-22,c-51,2024-05-20,8,75.08
p-42,l-46,c-43,2024-04-13,14,30.05
p-33,l-48,c-200,2024-12-19,10,86.26
p-29,l-43,c-20,2024-12-04,14,93.37
p-5,l-40,c-24,2023-01-15,10,63.01
p-4,l-41,c-31,2024-06-23,14,67.85
p-30,l-50,c-28,2024-03-13,1,8.98
p-22,l-15,c-70,2024-04-12,20,148.26
p-30,l-46,c-111,2024-06-23,5,5.19
p-19,l-40,c-61,2025-10-15,8,67.35
p-11,l-48,c-20,2023-05-05,17,143.57
p-34,l-40,c-87,2023-08-23,20,107.27
p-28,l-2,c-5,2025-04-22,4,13.64
p-24,l-47,c-148,2023-06-09,2,8.1
p-26,l-21,c-113,2025-06-12,8,23.62
p-17,l-27,c-96,2024-06-14,19,159.06
p-7,l-7,c-173,2024-12-08,1,5.31
p-26,l-50,c-146,2023-01-09,11,93.27
p-44,l-5,c-25,2024-04-02,19,28.03
p-34,l-10,c-76,2024-08-27,9,57.31
p-35,l-3,c-147,2023-12-15,2,9.2
p-42,l-28,c-200,2024-05-11,5,27.51
p-25,l-10,c-109,2024-01-16,20,63.37
p-24,l-30,c-179,2025-03-18,18,49.95
p-40,l-13,c-131,2023-04-05,15,105.51
p-11,l-34,c-181,2024-10-15,10,25.8
p-13,l-38,c-8,2024-04-15,5,43.56
p-17,l-44,c-1,2025-10-24,5,14.47
p-24,l-14,c-154,2025-03-05,19,119.8
p-26,l-18,c-86,2025-02-27,18,119.38
p-39,l-13,c-116,2024-08-05,4,32.37
p-50,l-45,c-6,2023-12-04,6,43.59
p-34,l-42,c-111,2023-09-03,3,11.81
p-18,l-22,c-23,2024-07-30,8,49.99
p-21,l-21,c-55,2025-03-09,17,75.88
p-16,l-40,c-11,2024-11-07,15,79.32
p-33,l-24,c-174,2023-09-16,10,77.33
p-4,l-50,c-99,2024-10-05,12,105.96
p-30,l-9,c-161,2025-12-15,7,27.47
p-19,l-7,c-186,2025-08-04,13,126.5
p-11,l-35,c-162,2025-07-03,15,128.29
p-49,l-42,c-38,2024-01-15,2,14.48
p-13,l-33,c-64,2024-01-12,7,57.82
p-19,l-47,c-13,2023-08-25,3,14.46
p-19,l-48,c-186,2024-12-17,7,54.39
p-22,l-10,c-185,2023-12-02,8,18.86
p-45,l-3,c-123,2024-05-03,14,74.49
p-35,l-27,c-124,2023-01-01,10,55.83
p-36,l-47,c-165,2023-08-18,9,13.7
p-9,l-13,c-190,2023-05-02,5,31.26
p-26,l-12,c-71,2025-04-05,15,96.06
p-9,l-5,c-93,2025-10-29,18,137.59
p-16,l-36,c-55,2024-02-19,7,15.45
p-16,l-35,c-56,2023-07-23,8,62.25
p-48,l-30,c-130,2023-05-31,2,13.92
p-11,l-18,c-139,2025-11-15,20,128.91
p-41,l-4,c-140,2025-12-03,1,1.15
p-44,l-33,c-52,2023-12-07,17,149.66
p-5,l-48,c-166,2023-11-07,15,110.74
p-45,l-45,c-154,2025-05-06,8,27.47
p-40,l-19,c-110,2025-09-07,16,106.8
p-44,l-12,c-148,2025-05-31,3,18.24
p-3,l-17,c-193,2024-12-11,9,35.05
p-36,l-29,c-159,2025-07-31,17,83.92
p-43,l-49,c-43,2023-04-12,9,59.22
p-32,l-19,c-18,2023-11-30,8,26.98
p-36,l-32,c-187,2023-08-04,3,9.22
p-2,l-7,c-82,2025-08-18,17,167.48
p-40,l-34,c-164,2024-05-30,18,56.66
p-42,l-40,c-167,2024-06-30,3,14.15
p-27,l-36,c-51,2024-07-28,15,75.98
p-1,l-3,c-17,2023-09-04,1,1.57
p-3,l-11,c-156,2024-07-07,20,136.03
p-14,l-34,c-95,2023-08-09,10,28.12
p-47,l-45,c-1,2023-06-10,10,52.24
p-3,l-46,c-38,2024-09-22,20,51.48
p-25,l-10,c-158,2024-12-15,1,2.31
p-45,l-14,c-197,2024-04-19,10,20.56
p-48,l-50,c-94,2023-01-25,5,34.01
p-29,l-20,c-183,2025-08-21,11,81.11
p-4,l-22,c-55,2023-06-18,16,62.41
p-3,l-30,c-196,2024-12-21,14,115.27
p-31,l-26,c-78,2025-02-11,14,44.55
p-20,l-24,c-93,2024-02-04,2,3.42
p-50,l-8,c-169,2024-01-22,6,13.24
p-13,l-19,c-66,2024-05-17,18,51.59
p-5,l-40,c-195,2024-12-02,2,6.73
p-17,l-40,c-14,2023-08-16,17,46.32
p-29,l-7,c-5,2024-04-11,20,26.7
p-4,l-21,c-164,2023-03-16,12,93.83
p-4,l-34,c-88,2025-02-11,20,24.62
p-4,l-12,c-109,2025-09-28,6,59.49
p-27,l-2,c-52,2025-09-17,2,9.02
p-39,l-12,c-190,2025-03-11,15,129.21
p-4,l-41,c-19,2025-06-02,4,33.7
p-35,l-48,c-192,2024-01-24,12,79.74
p-9,l-5,c-115,2023-07-02,5,22.78
p-35,l-50,c-96,2023-03-26,11,95.26
p-32,l-8,c-49,2024-03-28,5,29.63
p-23,l-27,c-38,2023-03-04,1,2.19
p-47,l-26,c-7,2023-09-27,16,81.87
p-46,l-46,c-113,2023-09-06,10,16.44
p-33,l-28,c-2,2025-07-31,2,10.87
p-10,l-20,c-13,2023-09-27,9,9.32
p-37,l-20,c-16,2023-12-25,8,29.74
p-22,l-37,c-190,2023-07-15,16,41.66
p-28,l-12,c-163,2024-03-14,10,20.7
p-23,l-10,c-191,2024-02-05,16,154.5
p-6,l-31,c-55,2025-12-06,11,47.52
p-5,l-42,c-1,2024-05-19,3,11.24
p-17,l-19,c-165,2023-11-13,13,21.12
p-41,l-27,c-126,2023-01-12,4,15.37
p-26,l-37,c-114,2023-08-30,16,108.74
p-44,l-31,c-93,2025-04-25,5,12.18
p-23,l-12,c-171,2023-05-24,2,3.24
p-10,l-9,c-17,2023-03-14,16,94.04
p-34,l-7,c-87,2024-09-26,12,117.37
p-18,l-50,c-88,2023-05-16,3,17.66
p-21,l-19,c-109,2023-02-12,15,42.84
p-40,l-34,c-65,2024-07-28,14,127.63
p-12,l-19,c-60,2023-06-07,2,14.72
p-40,l-31,c-100,2023-11-17,5,39.29
p-28,l-2,c-63,2023-01-11,10,46.08
p-38,l-1,c-80,2024-04-13,20,180.92
p-23,l-19,c-159,2023-03-28,6,52.38
p-11,l-4,c-104,2025-06-08,12,40.08
p-17,l-40,c-92,2024-06-04,13,15.94
p-3,l-26,c-65,2024-03-09,7,41.32
p-16,l-28,c-148,2023-10-07,10,22.59
p-8,l-3,c-113,2024-12-14,7,39.29
p-29,l-22,c-194,2025-09-01,20,155.98
p-49,l-45,c-50,2024-12-14,16,62.27
p-48,l-11,c-84,2023-06-06,16,35.92
p-5,l-7,c-96,2025-09-28,7,34.16
p-50,l-46,c-47,2024-09-30,3,26.73
p-4,l-8,c-103,2024-05-25,9,77.87
p-34,l-41,c-133,2023-01-10,15,137.46
p-40,l-48,c-168,2024-04-29,6,9.3
p-48,l-49,c-6,2025-12-20,20,159.69
p-13,l-30,c-147,2024-09-20,8,45.23
p-24,l-49,c-163,2025-05-09,11,87.1
p-28,l-45,c-79,2023-03-10,6,40.7
p-24,l-10,c-77,2024-12-13,2,9.32
p-36,l-39,c-196,2024-03-20,17,150.78
p-4,l-10,c-68,2023-08-16,15,19.66
p-45,l-3,c-178,2023-03-16,7,61.6
p-44,l-9,c-18,2024-05-01,18,40.58
p-22,l-48,c-28,2024-06-15,11,54.11
p-23,l-7,c-124,2025-05-30,18,69.9
p-14,l-41,c-87,2024-08-14,14,110.77
p-46,l-30,c-168,2025-06-11,20,135.26
p-14,l-20,c-86,2024-04-15,18,90.19
p-32,l-44,c-157,2025-11-03,16,101.77
p-45,l-40,c-180,2023-09-24,14,117.9
p-33,l-35,c-98,2025-05-05,5,19.91
p-20,l-4,c-13,2025-01-27,5,8.09
p-31,l-43,c-182,2023-11-01,2,2.56
p-38,l-43,c-96,2024-12-06,4,30.72
p-13,l-41,c-67,2023-06-14,3,22.75
p-25,l-40,c-186,2023-01-04,3,16.47
p-1,l-48,c-48,2024-10-01,19,74.56
p-23,l-3,c-160,2025-03-18,7,28.3
p-32,l-3,c-133,2023-08-27,15,73.49
p-19,l-8,c-192,2025-02-09,20,192.75
p-23,l-25,c-25,2023-01-20,4,16.42
p-1,l-10,c-61,2025-05-31,9,12.49
p-27,l-34,c-135,2024-03-17,14,108.56
p-36,l-38,c-198,2024-06-25,7,39.76
p-11,l-6,c-81,2025-07-29,6,18.5
p-23,l-49,c-195,2025-05-12,16,17.32
p-50,l-25,c-154,2024-08-19,18,152.16
p-27,l-41,c-109,2025-04-30,6,58.92
p-36,l-3,c-185,2025-02-25,15,92.4
p-39,l-19,c-71,2023-01-06,6,37.99
p-36,l-31,c-40,2024-06-10,1,4.94
p-5,l-43,c-109,2023-09-13,9,13.06
p-37,l-25,c-129,2025-01-17,4,6.24
p-42,l-35,c-28,2025-12-23,19,146.23
p-39,l-47,c-151,2024-04-05,15,23.08
p-27,l-2,c-31,2023-07-20,2,10.05
p-44,l-22,c-38,2024-10-20,12,30.8
p-19,l-30,c-7,2023-10-22,13,57.06
p-25,l-10,c-173,2023-11-28,9,16.69
p-14,l-4,c-53,2023-12-31,8,42.87
p-27,l-32,c-125,2023-03-04,20,87.45
p-8,l-3,c-108,2024-11-24,12,111.03
p-40,l-40,c-69,2024-09-24,13,63.59
p-45,l-15,c-192,2024-10-26,16,98.69
p-1,l-40,c-7,2025-05-20,20,55.44
p-21,l-17,c-99,2025-12-03,16,122.34
p-26,l-8,c-43,2024-01-12,1,8.46
p-7,l-46,c-45,2024-11-20,3,9.1
p-32,l-29,c-124,2025-03-04,7,37.27
p-29,l-43,c-196,2025-05-18,5,29.28
p-38,l-16,c-42,2023-08-04,9,28.08
p-41,l-12,c-70,2025-09-29,6,49.48
p-7,l-50,c-52,2024-03-08,11,66.49
p-28,l-10,c-176,2025-01-08,2,8.02
p-6,l-45,c-177,2025-03-20,4,32.36
p-33,l-7,c-182,2025-05-04,10,98.03
p-15,l-35,c-189,2023-05-30,14,120.05
p-10,l-49,c-108,2023-03-05,16,95.28
p-2,l-4,c-163,2023-05-06,8,60.3
p-41,l-45,c-61,2025-02-25,9,44.69
p-35,l-50,c-115,2024-04-16,4,29.61
p-43,l-42,c-78,2024-04-24,7,41.04
p-21,l-5,c-15,2025-06-30,15,128.16
p-6,l-48,c-166,2024-11-13,12,101.52
p-18,l-18,c-152,2025-07-26,4,30.57
p-9,l-8,c-75,2023-12-18,10,72.5
p-45,l-28,c-166,2024-10-21,8,70.64
p-4,l-40,c-104,2023-12-06,4,34.99
p-6,l-7,c-158,2024-10-02,1,5.53
p-39,l-10,c-108,2025-11-20,17,36.97
p-1,l-36,c-82,2024-07-01,1,4.6
p-39,l-9,c-148,2024-03-14,17,48.92
p-49,l-38,c-137,2024-09-05,10,26.72
p-30,l-45,c-59,2024-04-03,10,15.61
p-28,l-34,c-11,2024-01-24,20,134.12
p-11,l-19,c-148,2025-12-27,3,26.75
p-42,l-46,c-71,2025-09-14,12,96.93
p-29,l-2,c-188,2023-03-22,11,59.88
p-40,l-17,c-17,2023-07-13,12,46.7
p-3,l-19,c-65,2023-03-25,13,23.68
p-36,l-50,c-154,2025-05-23,4,21.64
p-42,l-16,c-196,2023-06-28,13,90.58
p-30,l-15,c-160,2024-04-20,11,47.51
p-45,l-43,c-190,2024-09-13,12,23.15
p-44,l-2,c-136,2024-02-26,18,45.35
p-40,l-30,c-200,2023-07-07,4,34.27
p-17,l-13,c-64,2025-02-27,15,88.33
p-45,l-24,c-143,2023-04-11,19,38.8
p-18,l-43,c-130,2024-07-09,14,128.98
p-48,l-39,c-189,2025-11-10,9,41.21
p-30,l-10,c-41,2024-02-24,15,131.5
p-14,l-12,c-123,2023-09-25,16,46.37
p-50,l-45,c-51,2025-06-06,7,13.39
p-42,l-32,c-79,2024-12-16,13,117.14
p-16,l-41,c-184,2025-03-07,8,11.28
p-33,l-48,c-70,2023-09-01,3,7.82
p-15,l-12,c-29,2023-09-15,1,8.52
p-44,l-31,c-43,2025-02-15,6,42.78
p-26,l-9,c-91,2025-02-10,3,29.7
p-43,l-42,c-100,2023-10-12,19,103.78
p-30,l-14,c-18,2025-12-11,11,86.87
p-18,l-16,c-71,2025-07-03,17,61.58
p-40,l-38,c-160,2023-05-12,12,100.96
p-35,l-7,c-60,2025-10-15,3,7.1
p-39,l-14,c-111,2024-07-24,16,26.69
p-28,l-29,c-12,2024-01-01,20,178.53
p-42,l-7,c-152,2025-07-14,12,60.36
p-41,l-17,c-130,2025-02-18,9,10.69
p-30,l-48,c-10,2025-08-30,13,30.73
p-18,l-11,c-117,2023-08-08,9,57.07
p-25,l-17,c-68,2025-06-05,16,157.98
p-9,l-18,c-42,2025-01-09,2,13.3
p-13,l-47,c-58,2025-05-09,20,33
p-36,l-46,c-168,2024-01-08,7,17.14
p-3,l-11,c-54,2024-06-03,12,68.09
p-17,l-40,c-39,2024-07-26,6,37.1
p-6,l-12,c-8,2024-05-30,18,31.88
p-5,l-20,c-63,2025-09-29,14,68.7
p-40,l-19,c-188,2024-07-17,8,10.26
p-18,l-25,c-141,2024-03-02,8,14.6
p-12,l-16,c-170,2023-05-02,1,5.45
p-48,l-45,c-139,2024-08-02,13,26.2
p-18,l-4,c-163,2023-03-19,12,27.78
p-46,l-49,c-22,2025-02-26,19,188.31
p-29,l-5,c-19,2024-01-30,8,52.87
p-8,l-32,c-39,2024-04-25,3,11.96
p-14,l-35,c-15,2025-09-11,1,4.44
p-8,l-24,c-58,2025-04-08,5,17.74
p-6,l-22,c-198,2024-12-14,14,127.58
p-38,l-45,c-45,2024-01-02,9,64.87
p-43,l-14,c-142,2025-01-07,5,31.18
p-22,l-11,c-87,2024-09-17,3,3.72
p-21,l-7,c-175,2024-05-11,12,99.87
p-33,l-4,c-39,2023-07-14,12,95.65
p-36,l-40,c-175,2024-09-23,6,57.68
p-34,l-49,c-183,2024-01-30,6,19.11
p-38,l-14,c-53,2023-09-15,7,32.82
p-43,l-47,c-139,2023-07-03,15,141.77
p-39,l-19,c-148,2023-05-11,17,160.45
p-6,l-9,c-190,2023-11-22,16,154.61
p-4,l-36,c-88,2025-05-23,4,13.73
p-1,l-40,c-167,2025-09-06,20,197.25
p-38,l-37,c-59,2023-04-11,16,147.81
p-50,l-14,c-132,2024-04-27,10,68.44
p-29,l-22,c-26,2025-04-13,2,3.73
p-21,l-48,c-118,2024-06-20,16,158.73
p-13,l-35,c-180,2025-06-03,14,66.4
p-31,l-17,c-119,2023-01-17,13,129.9
p-29,l-30,c-159,2024-11-21,11,13.2
p-48,l-20,c-146,2024-01-30,13,43.21
p-39,l-39,c-56,2023-03-04,11,103.06
p-20,l-32,c-28,2025-08-16,7,64.94
p-41,l-40,c-148,2025-04-04,13,17.63
p-2,l-15,c-79,2023-02-07,18,84.5
p-43,l-19,c-81,2023-07-06,12,78.93
p-39,l-5,c-142,2024-12-10,12,73.63
p-9,l-1,c-51,2025-06-18,18,52.6
p-19,l-43,c-187,2023-02-09,10,95.99
p-18,l-17,c-9,2023-03-10,16,144.53
p-29,l-46,c-187,2024-10-10,2,11.71
p-14,l-32,c-112,2025-10-06,7,67.15
p-30,l-27,c-7,2024-03-26,4,17.17
p-11,l-32,c-56,2024-01-31,9,81.87
p-33,l-1,c-107,2025-06-22,17,149.05
p-50,l-1,c-111,2025-11-08,15,48.11
p-38,l-50,c-132,2024-05-03,13,84.24
p-15,l-31,c-147,2025-09-01,2,3.18
p-45,l-33,c-177,2025-07-13,20,35.24
p-27,l-8,c-111,2024-11-30,19,182.71
p-43,l-2,c-68,2025-11-24,4,18.67
p-19,l-16,c-4,2024-12-12,8,71.68
p-6,l-30,c-161,2025-05-29,17,166.65
p-49,l-45,c-45,2024-11-10,3,8.46
p-21,l-32,c-85,2024-02-29,13,88.98
p-5,l-26,c-197,2024-06-06,6,11.82
p-11,l-14,c-125,2023-03-19,10,52.27
p-46,l-18,c-23,2024-05-11,4,29.82
p-8,l-50,c-69,2023-07-10,10,26.17
p-3,l-29,c-198,2023-05-12,16,91.84
p-5,l-4,c-71,2024-03-21,3,18.4
p-1,l-16,c-107,2023-01-14,1,6.23
p-36,l-25,c-187,2024-05-21,16,136.12
p-35,l-20,c-192,2024-08-18,13,20.61
p-17,l-45,c-16,2025-04-26,6,11.86
p-46,l-35,c-134,2023-06-21,16,89.94
p-6,l-36,c-96,2023-07-17,1,1.63
p-15,l-1,c-46,2025-02-15,18,161.21
p-23,l-11,c-120,2023-09-05,4,25.76
p-13,l-44,c-89,2023-03-19,2,14.1
p-25,l-25,c-174,2023-09-09,17,101.53
p-34,l-37,c-133,2025-02-19,10,12.4
p-3,l-3,c-83,2023-06-21,6,14.6
p-9,l-43,c-179,2023-08-13,6,22.15
p-16,l-22,c-59,2025-10-26,3,28.01
p-3,l-7,c-133,2023-05-06,3,28.98
p-31,l-8,c-191,2023-02-17,17,43.94
p-38,l-30,c-84,2023-11-16,4,39.8
p-22,l-40,c-28,2023-08-25,20,109.69
p-43,l-1,c-115,2025-05-05,11,92.38
p-21,l-13,c-146,2023-02-19,2,19.81
p-44,l-22,c-117,2025-01-11,9,51.51
p-39,l-48,c-75,2023-07-14,5,38.94
p-33,l-3,c-46,2025-08-11,12,80.47
p-2,l-42,c-145,2025-07-15,20,67.36
p-23,l-27,c-147,2025-06-04,15,67.35
p-40,l-31,c-56,2025-07-05,16,47.15
p-5,l-19,c-95,2023-01-07,4,4.03
p-14,l-40,c-132,2025-10-28,9,39.56
p-22,l-40,c-121,2025-06-03,5,20.53
p-39,l-12,c-152,2024-01-18,13,61.99
p-42,l-11,c-93,2024-11-04,7,21.09
p-21,l-21,c-112,2024-05-24,12,74.84
p-46,l-3,c-15,2024-07-14,11,43.55
p-49,l-22,c-71,2025-03-21,12,47.45
p-5,l-48,c-199,2025-11-09,8,26.24
p-18,l-1,c-143,2025-07-04,13,63.29
p-31,l-41,c-156,2024-06-11,13,98.57
p-3,l-11,c-1,2024-03-15,6,30.38
p-36,l-15,c-64,2025-05-05,7,33.42
p-34,l-18,c-101,2025-12-17,17,89.15
p-44,l-48,c-64,2025-07-13,19,65.8
p-32,l-25,c-43,2025-09-28,14,108.27
p-23,l-19,c-13,2024-06-26,17,113.43
p-10,l-1,c-117,2025-12-16,10,32.47
p-31,l-14,c-141,2024-10-04,15,81.59
p-6,l-43,c-13,2023-09-17,1,2.2
p-11,l-9,c-190,2024-01-19,18,66.66
p-44,l-25,c-33,2023-10-17,12,30.73
p-23,l-12,c-143,2025-03-18,16,70.01
p-40,l-30,c-14,2023-03-21,12,36.07
p-42,l-15,c-20,2024-08-05,12,80.2
p-3,l-17,c-195,2025-03-10,14,70.68
p-2,l-38,c-111,2023-05-11,3,12.3
p-11,l-41,c-92,2024-01-02,2,19.84
p-34,l-38,c-138,2023-03-05,7,41.47
p-9,l-20,c-28,2024-10-16,20,192.36
p-6,l-22,c-38,2025-09-22,1,2.23
p-13,l-44,c-190,2025-12-26,6,11.63
p-13,l-50,c-19,2023-07-28,17,44.88
p-48,l-32,c-84,2025-03-20,3,9.49
p-35,l-32,c-154,2025-09-06,19,74
p-26,l-21,c-190,2023-09-29,16,54.8
p-38,l-18,c-80,2025-03-25,5,17.44
p-15,l-35,c-99,2025-01-05,1,6.86
p-48,l-37,c-168,2025-06-21,7,52.68
p-5,l-23,c-153,2023-05-24,20,192.43
p-28,l-24,c-87,2025-04-07,13,128.38
p-43,l-24,c-27,2023-02-07,15,85.14
p-48,l-42,c-164,2025-04-04,15,72.27
p-4,l-13,c-166,2023-06-19,16,90.21
p-26,l-15,c-169,2025-08-05,6,30.86
p-25,l-28,c-25,2025-03-07,19,167.83
p-37,l-36,c-67,2023-08-24,18,50.62
p-30,l-48,c-116,2025-01-09,12,24.18
p-38,l-14,c-72,2025-06-09,16,27.06
p-42,l-26,c-113,2024-03-08,4,25.93
p-3,l-27,c-196,2024-02-29,16,123.62
p-39,l-33,c-45,2025-11-06,11,83.42
p-3,l-33,c-113,2025-11-28,19,34.06
p-7,l-2,c-97,2023-01-19,10,85.4
p-13,l-47,c-111,2025-08-14,2,15.5
p-2,l-3,c-70,2023-03-19,5,48.77
p-42,l-3,c-29,2025-08-02,15,47.86
p-44,l-26,c-154,2023-03-14,7,8.85
p-43,l-23,c-79,2025-02-23,11,49.85
p-23,l-35,c-155,2025-04-18,9,43.54
p-50,l-47,c-137,2023-12-14,10,19.78
p-8,l-39,c-141,2023-02-17,16,155.09
p-48,l-46,c-182,2024-02-16,7,11.26
p-6,l-41,c-134,2024-04-12,19,103.84
p-10,l-31,c-113,2024-05-30,14,139.1
p-46,l-10,c-185,2024-10-22,5,34.85
p-10,l-14,c-74,2025-05-31,6,10.12
p-23,l-5,c-58,2024-07-22,11,11.22
p-15,l-30,c-138,2025-12-16,8,38.92
p-11,l-25,c-128,2025-02-04,14,122.77
p-5,l-31,c-8,2024-01-18,19,146.89
p-22,l-14,c-180,2025-02-18,17,37.83
p-12,l-43,c-31,2025-02-25,13,29.53
p-1,l-40,c-153,2025-10-24,12,20.23
p-16,l-10,c-110,2024-10-25,8,27.35
p-41,l-17,c-132,2025-05-24,20,183.26
p-41,l-24,c-4,2023-01-21,15,25.95
p-42,l-5,c-198,2024-12-06,9,19.03
p-3,l-38,c-149,2025-09-18,15,107.06
p-4,l-20,c-8,2025-12-07,13,54.15
p-2,l-11,c-138,2024-12-26,9,39.45
p-34,l-7,c-27,2023-11-25,10,62.93
p-13,l-5,c-87,2025-01-01,15,44.21
p-4,l-4,c-181,2025-12-18,14,32.75
p-44,l-41,c-35,2023-09-09,7,37.98
p-40,l-24,c-46,2024-03-03,19,87.55
p-1,l-47,c-73,2025-06-07,18,72.68
p-21,l-31,c-101,2024-02-15,3,9.3
p-14,l-35,c-29,2025-05-26,2,9.64
p-36,l-45,c-193,2023-08-19,16,133.97
p-48,l-29,c-120,2025-06-10,16,42.18
p-40,l-40,c-182,2024-10-27,2,10.59
p-27,l-13,c-126,2024-10-26,20,118.65
p-1,l-10,c-200,2024-11-08,13,60.27
p-34,l-9,c-14,2023-06-15,8,67.88
p-4,l-3,c-155,2023-01-24,10,14.64
p-12,l-29,c-46,2023-03-09,14,40.43
p-41,l-50,c-118,2023-02-14,19,176.99
p-23,l-30,c-178,2025-07-06,17,62.9
p-24,l-7,c-175,2025-05-12,15,56.32
p-29,l-22,c-135,2024-03-08,13,100.39
p-25,l-19,c-78,2025-01-29,17,30.96
p-37,l-41,c-180,2025-12-09,20,195.45
p-20,l-36,c-92,2023-10-17,6,8.2
p-3,l-13,c-5,2023-11-28,4,6.07
p-33,l-33,c-49,2023-02-13,1,4.88
p-21,l-48,c-19,2023-12-27,1,8.04
p-47,l-46,c-113,2024-03-27,18,155.89
p-31,l-5,c-18,2025-05-06,8,35.94
p-36,l-41,c-103,2023-04-03,5,23.89
p-22,l-37,c-108,2024-03-24,10,49.23
p-26,l-15,c-75,2023-12-06,11,78.8
p-31,l-30,c-41,2024-09-13,16,38.47
p-38,l-15,c-109,2024-06-16,6,50.36
p-39,l-34,c-180,2023-04-07,11,67.91
p-16,l-46,c-48,2024-09-28,16,72.55
p-44,l-35,c-81,2024-11-12,5,43.85
p-12,l-47,c-32,2023-12-30,18,81.52
p-5,l-37,c-100,2023-06-22,5,28.29
p-18,l-29,c-83,2023-05-30,10,82.78
p-32,l-1,c-25,2023-05-21,3,27.07
p-9,l-2,c-116,2025-05-21,18,171.69
p-35,l-34,c-3,2024-03-01,15,73.24
p-39,l-42,c-41,2023-09-28,2,11.58
p-46,l-50,c-170,2023-04-14,11,86.22
p-4,l-20,c-37,2024-09-11,13,95.18
p-42,l-11,c-6,2023-03-14,17,79.34
p-17,l-23,c-139,2024-07-27,7,18.66
p-37,l-38,c-30,2025-11-04,2,10.97
p-31,l-16,c-91,2025-04-23,6,17.57
p-3,l-48,c-121,2024-12-26,7,65.26
p-40,l-29,c-117,2023-05-06,3,22.24
p-28,l-34,c-149,2025-05-24,4,34.22
p-49,l-37,c-163,2024-07-01,13,46.17
p-48,l-44,c-71,2025-03-29,11,28.4
p-43,l-17,c-49,2024-08-23,5,46.65
p-30,l-38,c-167,2023-06-17,6,6.93
p-15,l-43,c-152,2025-04-28,19,137.7
p-45,l-16,c-165,2024-10-29,4,11.72
p-45,l-40,c-94,2025-01-06,8,57.81
p-49,l-37,c-93,2025-06-28,1,3.5
p-37,l-2,c-13,2024-10-13,13,21.59
p-2,l-15,c-8,2024-03-29,15,61.91
p-38,l-25,c-34,2024-06-12,8,32.98
p-20,l-31,c-74,2024-08-27,11,51.8
p-27,l-12,c-166,2024-08-15,6,26.72
p-6,l-30,c-121,2023-03-14,11,60.58
p-38,l-18,c-118,2024-06-11,1,4.68
p-10,l-22,c-198,2024-09-28,13,29.19
p-43,l-15,c-88,2025-01-03,13,54.92
p-46,l-7,c-10,2025-03-19,3,25.22
p-20,l-17,c-1,2024-09-06,12,74.28
p-46,l-47,c-91,2024-06-16,18,87.61
p-38,l-18,c-139,2025-11-19,6,47.36
p-40,l-43,c-183,2023-07-12,20,114.4
p-6,l-31,c-194,2025-03-30,4,15.82
p-30,l-46,c-169,2023-03-07,12,114.97
p-4,l-33,c-2,2023-01-18,8,34.01
p-10,l-15,c-119,2024-04-07,7,62.29
p-21,l-7,c-15,2025-09-04,14,43.62
p-4,l-22,c-111,2025-02-25,11,23.79
p-32,l-21,c-38,2023-10-26,19,162.71
p-4,l-41,c-6,2024-10-19,18,25.13
p-24,l-5,c-49,2023-07-18,10,87.31
p-7,l-6,c-190,2024-02-16,10,73.27
p-1,l-8,c-12,2024-11-26,3,6.06
p-10,l-9,c-31,2025-07-31,10,46.99
p-39,l-21,c-99,2024-05-29,12,65.39
p-8,l-46,c-193,2023-07-21,8,41.41
p-40,l-14,c-158,2024-12-06,14,122.64
p-48,l-44,c-162,2025-09-22,7,17.26
p-15,l-6,c-142,2025-03-29,20,116.21
p-44,l-32,c-54,2023-08-02,2,4.37
p-13,l-36,c-26,2023-05-23,17,90.91
p-43,l-38,c-2,2024-12-10,13,16.39
p-9,l-41,c-96,2025-10-21,20,107.26
p-6,l-45,c-139,2024-03-18,10,33.52
p-44,l-3,c-96,2025-04-12,4,29.64
p-32,l-29,c-120,2024-06-09,19,47.6
p-43,l-4,c-20,2024-04-23,7,47.59
p-25,l-16,c-27,2023-12-03,6,20.58
p-32,l-13,c-98,2023-02-17,1,4.34
p-28,l-32,c-18,2024-12-11,2,14.3
p-14,l-33,c-174,2024-05-31,19,91.99
p-13,l-26,c-112,2023-02-16,16,19.51
p-26,l-1,c-28,2023-06-21,11,44.6
p-48,l-19,c-177,2025-07-20,19,37.41
p-5,l-42,c-18,2024-09-11,18,120.28
p-2,l-36,c-28,2023-05-02,15,26.78
p-19,l-32,c-38,2024-08-21,14,61.43
p-38,l-47,c-194,2025-07-14,14,134.34
p-27,l-24,c-138,2025-02-04,11,85.9
p-8,l-10,c-118,2024-08-31,4,34.59
p-44,l-47,c-151,2025-04-27,9,31.48
